"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","GDP","TOT","USD_CAP","A","1990",28104.347373,
"CHE","GDP","TOT","USD_CAP","A","1991",28437.995128,
"CHE","GDP","TOT","USD_CAP","A","1992",28809.517519,
"CHE","GDP","TOT","USD_CAP","A","1993",29262.3723,
"CHE","GDP","TOT","USD_CAP","A","1994",30060.312996,
"CHE","GDP","TOT","USD_CAP","A","1995",30564.557005,
"CHE","GDP","TOT","USD_CAP","A","1996",31231.682419,
"CHE","GDP","TOT","USD_CAP","A","1997",32434.883646,
"CHE","GDP","TOT","USD_CAP","A","1998",33542.630813,
"CHE","GDP","TOT","USD_CAP","A","1999",34401.809168,
"CHE","GDP","TOT","USD_CAP","A","2000",36349.369952,
"CHE","GDP","TOT","USD_CAP","A","2001",37518.643195,
"CHE","GDP","TOT","USD_CAP","A","2002",38410.604089,
"CHE","GDP","TOT","USD_CAP","A","2003",38448.898134,
"CHE","GDP","TOT","USD_CAP","A","2004",39885.80722,
"CHE","GDP","TOT","USD_CAP","A","2005",41244.643767,
"CHE","GDP","TOT","USD_CAP","A","2006",45965.739724,
"CHE","GDP","TOT","USD_CAP","A","2007",50589.665305,
"CHE","GDP","TOT","USD_CAP","A","2008",53498.013101,
"CHE","GDP","TOT","USD_CAP","A","2009",52730.63307,
"CHE","GDP","TOT","USD_CAP","A","2010",54342.569299,
"CHE","GDP","TOT","USD_CAP","A","2011",57493.56602,
"CHE","GDP","TOT","USD_CAP","A","2012",59440.934085,
"CHE","GDP","TOT","USD_CAP","A","2013",61656.490978,
"CHE","GDP","TOT","USD_CAP","A","2014",63417.043081,
"CHE","GDP","TOT","USD_CAP","A","2015",65265.050827,
"CHE","GDP","TOT","USD_CAP","A","2016",67350.735189,
"CHE","GDP","TOT","USD_CAP","A","2017",68193.502958,
"CHE","GDP","TOT","USD_CAP","A","2018",70688.84449,
"CHE","GDP","TOT","USD_CAP","A","2019",73732.233559,
"CHE","GDP","TOT","USD_CAP","A","2020",72997.936044,
"CHE","GDP","TOT","USD_CAP","A","2021",81603.300669,"P"
"CHE","GDP","TOT","USD_CAP","A","2022",90685.775158,"P"
"TUR","GDP","TOT","MLN_USD","A","1970",62599.476,"E"
"TUR","GDP","TOT","MLN_USD","A","1971",69786.584,"E"
"TUR","GDP","TOT","MLN_USD","A","1972",78147.256,"E"
"TUR","GDP","TOT","MLN_USD","A","1973",85286.479,"E"
"TUR","GDP","TOT","MLN_USD","A","1974",97936.161,"E"
"TUR","GDP","TOT","MLN_USD","A","1975",114849.797,"E"
"TUR","GDP","TOT","MLN_USD","A","1976",133527.064,"E"
"TUR","GDP","TOT","MLN_USD","A","1977",146827.468,"E"
"TUR","GDP","TOT","MLN_USD","A","1978",159554.258,"E"
"TUR","GDP","TOT","MLN_USD","A","1979",171534.242,"E"
"TUR","GDP","TOT","MLN_USD","A","1980",182464.68,"E"
"TUR","GDP","TOT","MLN_USD","A","1981",209474.127,"E"
"TUR","GDP","TOT","MLN_USD","A","1982",230300.812,"E"
"TUR","GDP","TOT","MLN_USD","A","1983",251193.279,"E"
"TUR","GDP","TOT","MLN_USD","A","1984",277778.947,"E"
"TUR","GDP","TOT","MLN_USD","A","1985",298710.627,"E"
"TUR","GDP","TOT","MLN_USD","A","1986",326085.798,"E"
"TUR","GDP","TOT","MLN_USD","A","1987",365847.706,"E"
"TUR","GDP","TOT","MLN_USD","A","1988",386773.582,"E"
"TUR","GDP","TOT","MLN_USD","A","1989",402956.268,"E"
"TUR","GDP","TOT","MLN_USD","A","1990",456729.302,"E"
"TUR","GDP","TOT","MLN_USD","A","1991",476549.784,"E"
"TUR","GDP","TOT","MLN_USD","A","1992",516577.24,"E"
"TUR","GDP","TOT","MLN_USD","A","1993",571350.083,"E"
"TUR","GDP","TOT","MLN_USD","A","1994",551713.755,"E"
"TUR","GDP","TOT","MLN_USD","A","1995",603789.821,"E"
"TUR","GDP","TOT","MLN_USD","A","1996",656954.889,"E"
"TUR","GDP","TOT","MLN_USD","A","1997",717354.452,"E"
"TUR","GDP","TOT","MLN_USD","A","1998",558260.597,
"TUR","GDP","TOT","MLN_USD","A","1999",546532.203,
"TUR","GDP","TOT","MLN_USD","A","2000",609011.363,
"TUR","GDP","TOT","MLN_USD","A","2001",595895.884,
"TUR","GDP","TOT","MLN_USD","A","2002",612446.634,
"TUR","GDP","TOT","MLN_USD","A","2003",641097.253,
"TUR","GDP","TOT","MLN_USD","A","2004",735785.837,
"TUR","GDP","TOT","MLN_USD","A","2005",815102.371,
"TUR","GDP","TOT","MLN_USD","A","2006",945292.204,
"TUR","GDP","TOT","MLN_USD","A","2007",1043000.414,
"TUR","GDP","TOT","MLN_USD","A","2008",1139548.435,
"TUR","GDP","TOT","MLN_USD","A","2009",1112437.909,
"TUR","GDP","TOT","MLN_USD","A","2010",1268554.367,
"TUR","GDP","TOT","MLN_USD","A","2011",1454111.872,
"TUR","GDP","TOT","MLN_USD","A","2012",1550688.484,
"TUR","GDP","TOT","MLN_USD","A","2013",1703669.602,
"TUR","GDP","TOT","MLN_USD","A","2014",1860470.92,
"TUR","GDP","TOT","MLN_USD","A","2015",2022397.778,
"TUR","GDP","TOT","MLN_USD","A","2016",2116398.303,
"TUR","GDP","TOT","MLN_USD","A","2017",2264269.34,
"TUR","GDP","TOT","MLN_USD","A","2018",2302309.895,
"TUR","GDP","TOT","MLN_USD","A","2019",2346999.969,
"TUR","GDP","TOT","MLN_USD","A","2020",2391327.882,
"TUR","GDP","TOT","MLN_USD","A","2021",2659519.14,
"TUR","GDP","TOT","MLN_USD","A","2022",3258301.253,"P"
"TUR","GDP","TOT","USD_CAP","A","1970",1772.301924,"E"
"TUR","GDP","TOT","USD_CAP","A","1971",1927.007701,"E"
"TUR","GDP","TOT","USD_CAP","A","1972",2104.579769,"E"
"TUR","GDP","TOT","USD_CAP","A","1973",2240.136563,"E"
"TUR","GDP","TOT","USD_CAP","A","1974",2508.867734,"E"
"TUR","GDP","TOT","USD_CAP","A","1975",2865.656887,"E"
"TUR","GDP","TOT","USD_CAP","A","1976",3263.523492,"E"
"TUR","GDP","TOT","USD_CAP","A","1977",3515.30999,"E"
"TUR","GDP","TOT","USD_CAP","A","1978",3741.891611,"E"
"TUR","GDP","TOT","USD_CAP","A","1979",3940.59825,"E"
"TUR","GDP","TOT","USD_CAP","A","1980",4106.050683,"E"
"TUR","GDP","TOT","USD_CAP","A","1981",4599.783208,"E"
"TUR","GDP","TOT","USD_CAP","A","1982",4932.762416,"E"
"TUR","GDP","TOT","USD_CAP","A","1983",5248.062815,"E"
"TUR","GDP","TOT","USD_CAP","A","1984",5660.871136,"E"
"TUR","GDP","TOT","USD_CAP","A","1985",5937.872757,"E"
"TUR","GDP","TOT","USD_CAP","A","1986",6334.222967,"E"
"TUR","GDP","TOT","USD_CAP","A","1987",6985.825964,"E"
"TUR","GDP","TOT","USD_CAP","A","1988",7260.899271,"E"
"TUR","GDP","TOT","USD_CAP","A","1989",7435.715016,"E"
"TUR","GDP","TOT","USD_CAP","A","1990",8286.090386,"E"
"TUR","GDP","TOT","USD_CAP","A","1991",8501.467916,"E"
"TUR","GDP","TOT","USD_CAP","A","1992",9064.98509,"E"
"TUR","GDP","TOT","USD_CAP","A","1993",9865.662001,"E"
"TUR","GDP","TOT","USD_CAP","A","1994",9376.98651,"E"
"TUR","GDP","TOT","USD_CAP","A","1995",10104.254317,"E"
"TUR","GDP","TOT","USD_CAP","A","1996",10828.153301,"E"
"TUR","GDP","TOT","USD_CAP","A","1997",11648.768347,"E"
"TUR","GDP","TOT","USD_CAP","A","1998",8937.31744,
"TUR","GDP","TOT","USD_CAP","A","1999",8625.279388,
"TUR","GDP","TOT","USD_CAP","A","2000",9475.973841,
"TUR","GDP","TOT","USD_CAP","A","2001",9144.275914,
"TUR","GDP","TOT","USD_CAP","A","2002",9279.072677,
"TUR","GDP","TOT","USD_CAP","A","2003",9597.982685,
"TUR","GDP","TOT","USD_CAP","A","2004",10884.566881,
"TUR","GDP","TOT","USD_CAP","A","2005",11910.606724,
"TUR","GDP","TOT","USD_CAP","A","2006",13641.564385,
"TUR","GDP","TOT","USD_CAP","A","2007",14866.450205,
"TUR","GDP","TOT","USD_CAP","A","2008",16038.231645,
"TUR","GDP","TOT","USD_CAP","A","2009",15442.162008,
"TUR","GDP","TOT","USD_CAP","A","2010",17343.719987,
"TUR","GDP","TOT","USD_CAP","A","2011",19590.858369,
"TUR","GDP","TOT","USD_CAP","A","2012",20627.440729,
"TUR","GDP","TOT","USD_CAP","A","2013",22373.136543,
"TUR","GDP","TOT","USD_CAP","A","2014",24104.984583,
"TUR","GDP","TOT","USD_CAP","A","2015",25855.912681,
"TUR","GDP","TOT","USD_CAP","A","2016",26695.909373,
"TUR","GDP","TOT","USD_CAP","A","2017",28193.061398,
"TUR","GDP","TOT","USD_CAP","A","2018",28281.473275,
"TUR","GDP","TOT","USD_CAP","A","2019",28421.268952,
"TUR","GDP","TOT","USD_CAP","A","2020",28678.15413,
"TUR","GDP","TOT","USD_CAP","A","2021",31605.63229,
"TUR","GDP","TOT","USD_CAP","A","2022",38206.201228,"E"
"GBR","GDP","TOT","MLN_USD","A","1960",114500.834,
"GBR","GDP","TOT","MLN_USD","A","1961",118722.123,
"GBR","GDP","TOT","MLN_USD","A","1962",122368.019,
"GBR","GDP","TOT","MLN_USD","A","1963",129722.616,
"GBR","GDP","TOT","MLN_USD","A","1964",138405.51,
"GBR","GDP","TOT","MLN_USD","A","1965",146426.639,
"GBR","GDP","TOT","MLN_USD","A","1966",154889.273,
"GBR","GDP","TOT","MLN_USD","A","1967",163586.747,
"GBR","GDP","TOT","MLN_USD","A","1968",180450.377,
"GBR","GDP","TOT","MLN_USD","A","1969",194511.307,
"GBR","GDP","TOT","MLN_USD","A","1970",201871.374,
"GBR","GDP","TOT","MLN_USD","A","1971",219538.225,
"GBR","GDP","TOT","MLN_USD","A","1972",238926.17,
"GBR","GDP","TOT","MLN_USD","A","1973",268460.39,
"GBR","GDP","TOT","MLN_USD","A","1974",285348.485,
"GBR","GDP","TOT","MLN_USD","A","1975",307184.685,
"GBR","GDP","TOT","MLN_USD","A","1976",333522.116,
"GBR","GDP","TOT","MLN_USD","A","1977",362951.555,
"GBR","GDP","TOT","MLN_USD","A","1978",404813.696,
"GBR","GDP","TOT","MLN_USD","A","1979",454834.96,
"GBR","GDP","TOT","MLN_USD","A","1980",485846.576,
"GBR","GDP","TOT","MLN_USD","A","1981",527628.719,
"GBR","GDP","TOT","MLN_USD","A","1982",571402.954,
"GBR","GDP","TOT","MLN_USD","A","1983",618852.278,
"GBR","GDP","TOT","MLN_USD","A","1984",655727.661,
"GBR","GDP","TOT","MLN_USD","A","1985",704520.496,
"GBR","GDP","TOT","MLN_USD","A","1986",741350.623,
"GBR","GDP","TOT","MLN_USD","A","1987",800650.508,
"GBR","GDP","TOT","MLN_USD","A","1988",876408.388,
"GBR","GDP","TOT","MLN_USD","A","1989",934242.602,
"GBR","GDP","TOT","MLN_USD","A","1990",976326.049,
"GBR","GDP","TOT","MLN_USD","A","1991",998208.768,
"GBR","GDP","TOT","MLN_USD","A","1992",1025051.94,
"GBR","GDP","TOT","MLN_USD","A","1993",1075476.17,
"GBR","GDP","TOT","MLN_USD","A","1994",1140688.343,
"GBR","GDP","TOT","MLN_USD","A","1995",1194091.437,
"GBR","GDP","TOT","MLN_USD","A","1996",1276091.612,
"GBR","GDP","TOT","MLN_USD","A","1997",1345090.985,
"GBR","GDP","TOT","MLN_USD","A","1998",1385424.795,
"GBR","GDP","TOT","MLN_USD","A","1999",1437339.336,
"GBR","GDP","TOT","MLN_USD","A","2000",1562408.657,
"GBR","GDP","TOT","MLN_USD","A","2001",1650356.893,
"GBR","GDP","TOT","MLN_USD","A","2002",1727032.129,
"GBR","GDP","TOT","MLN_USD","A","2003",1808368.02,
"GBR","GDP","TOT","MLN_USD","A","2004",1922941.361,
"GBR","GDP","TOT","MLN_USD","A","2005",1976697.868,
"GBR","GDP","TOT","MLN_USD","A","2006",2113504.388,
"GBR","GDP","TOT","MLN_USD","A","2007",2178375.498,
"GBR","GDP","TOT","MLN_USD","A","2008",2271084.657,
"GBR","GDP","TOT","MLN_USD","A","2009",2181121.129,
"GBR","GDP","TOT","MLN_USD","A","2010",2290196.899,
"GBR","GDP","TOT","MLN_USD","A","2011",2354769.787,
"GBR","GDP","TOT","MLN_USD","A","2012",2442463.44,
"GBR","GDP","TOT","MLN_USD","A","2013",2562195.165,
"GBR","GDP","TOT","MLN_USD","A","2014",2666663.773,
"GBR","GDP","TOT","MLN_USD","A","2015",2767234.195,
"GBR","GDP","TOT","MLN_USD","A","2016",2892299.174,
"GBR","GDP","TOT","MLN_USD","A","2017",3041891.843,
"GBR","GDP","TOT","MLN_USD","A","2018",3129647.768,
"GBR","GDP","TOT","MLN_USD","A","2019",3335878.327,
"GBR","GDP","TOT","MLN_USD","A","2020",3220300.957,
"GBR","GDP","TOT","MLN_USD","A","2021",3542061.488,
"GBR","GDP","TOT","MLN_USD","A","2022",3848221.195,
"GBR","GDP","TOT","USD_CAP","A","1960",2186.298678,
"GBR","GDP","TOT","USD_CAP","A","1961",2248.226997,
"GBR","GDP","TOT","USD_CAP","A","1962",2296.179887,
"GBR","GDP","TOT","USD_CAP","A","1963",2419.069763,
"GBR","GDP","TOT","USD_CAP","A","1964",2563.492244,
"GBR","GDP","TOT","USD_CAP","A","1965",2694.142395,
"GBR","GDP","TOT","USD_CAP","A","1966",2834.567525,
"GBR","GDP","TOT","USD_CAP","A","1967",2976.523362,
"GBR","GDP","TOT","USD_CAP","A","1968",3268.199673,
"GBR","GDP","TOT","USD_CAP","A","1969",3507.172729,
"GBR","GDP","TOT","USD_CAP","A","1970",3628.691647,
"GBR","GDP","TOT","USD_CAP","A","1971",3925.37236,
"GBR","GDP","TOT","USD_CAP","A","1972",4259.161277,
"GBR","GDP","TOT","USD_CAP","A","1973",4774.921109,
"GBR","GDP","TOT","USD_CAP","A","1974",5074.124845,
"GBR","GDP","TOT","USD_CAP","A","1975",5463.392109,
"GBR","GDP","TOT","USD_CAP","A","1976",5932.868155,
"GBR","GDP","TOT","USD_CAP","A","1977",6459.362082,
"GBR","GDP","TOT","USD_CAP","A","1978",7205.911495,
"GBR","GDP","TOT","USD_CAP","A","1979",8087.392596,
"GBR","GDP","TOT","USD_CAP","A","1980",8625.005787,
"GBR","GDP","TOT","USD_CAP","A","1981",9362.090901,
"GBR","GDP","TOT","USD_CAP","A","1982",10150.875881,
"GBR","GDP","TOT","USD_CAP","A","1983",10988.924612,
"GBR","GDP","TOT","USD_CAP","A","1984",11624.521996,
"GBR","GDP","TOT","USD_CAP","A","1985",12457.483039,
"GBR","GDP","TOT","USD_CAP","A","1986",13078.657528,
"GBR","GDP","TOT","USD_CAP","A","1987",14094.967049,
"GBR","GDP","TOT","USD_CAP","A","1988",15398.277953,
"GBR","GDP","TOT","USD_CAP","A","1989",16368.109789,
"GBR","GDP","TOT","USD_CAP","A","1990",17057.305444,
"GBR","GDP","TOT","USD_CAP","A","1991",17378.588908,
"GBR","GDP","TOT","USD_CAP","A","1992",17800.676223,
"GBR","GDP","TOT","USD_CAP","A","1993",18634.58034,
"GBR","GDP","TOT","USD_CAP","A","1994",19713.945999,
"GBR","GDP","TOT","USD_CAP","A","1995",20578.913183,
"GBR","GDP","TOT","USD_CAP","A","1996",21939.543558,
"GBR","GDP","TOT","USD_CAP","A","1997",23066.34744,
"GBR","GDP","TOT","USD_CAP","A","1998",23692.600165,
"GBR","GDP","TOT","USD_CAP","A","1999",24492.865796,
"GBR","GDP","TOT","USD_CAP","A","2000",26532.76937,
"GBR","GDP","TOT","USD_CAP","A","2001",27918.679367,
"GBR","GDP","TOT","USD_CAP","A","2002",29091.26654,
"GBR","GDP","TOT","USD_CAP","A","2003",30322.920667,
"GBR","GDP","TOT","USD_CAP","A","2004",32075.752476,
"GBR","GDP","TOT","USD_CAP","A","2005",32719.743558,
"GBR","GDP","TOT","USD_CAP","A","2006",34746.155294,
"GBR","GDP","TOT","USD_CAP","A","2007",35525.293924,
"GBR","GDP","TOT","USD_CAP","A","2008",36734.676772,
"GBR","GDP","TOT","USD_CAP","A","2009",35031.900055,
"GBR","GDP","TOT","USD_CAP","A","2010",36491.346386,
"GBR","GDP","TOT","USD_CAP","A","2011",37208.971903,
"GBR","GDP","TOT","USD_CAP","A","2012",38340.215681,
"GBR","GDP","TOT","USD_CAP","A","2013",39968.102283,
"GBR","GDP","TOT","USD_CAP","A","2014",41281.542063,
"GBR","GDP","TOT","USD_CAP","A","2015",42500.909156,
"GBR","GDP","TOT","USD_CAP","A","2016",44057.689096,
"GBR","GDP","TOT","USD_CAP","A","2017",46061.354379,
"GBR","GDP","TOT","USD_CAP","A","2018",47107.7092,
"GBR","GDP","TOT","USD_CAP","A","2019",49940.54115,
"GBR","GDP","TOT","USD_CAP","A","2020",48006.15609,
"GBR","GDP","TOT","USD_CAP","A","2021",52846.081932,
"GBR","GDP","TOT","USD_CAP","A","2022",56765.960003,
"USA","GDP","TOT","MLN_USD","A","1970",1073303,
"USA","GDP","TOT","MLN_USD","A","1971",1164850,
"USA","GDP","TOT","MLN_USD","A","1972",1279110,
"USA","GDP","TOT","MLN_USD","A","1973",1425376,
"USA","GDP","TOT","MLN_USD","A","1974",1545243,
"USA","GDP","TOT","MLN_USD","A","1975",1684904,
"USA","GDP","TOT","MLN_USD","A","1976",1873412,
"USA","GDP","TOT","MLN_USD","A","1977",2081826,
"USA","GDP","TOT","MLN_USD","A","1978",2351599,
"USA","GDP","TOT","MLN_USD","A","1979",2627333,
"USA","GDP","TOT","MLN_USD","A","1980",2857307,
"USA","GDP","TOT","MLN_USD","A","1981",3207041,
"USA","GDP","TOT","MLN_USD","A","1982",3343789,
"USA","GDP","TOT","MLN_USD","A","1983",3634038,
"USA","GDP","TOT","MLN_USD","A","1984",4037613,
"USA","GDP","TOT","MLN_USD","A","1985",4338979,
"USA","GDP","TOT","MLN_USD","A","1986",4579631,
"USA","GDP","TOT","MLN_USD","A","1987",4855215,
"USA","GDP","TOT","MLN_USD","A","1988",5236438,
"USA","GDP","TOT","MLN_USD","A","1989",5641580,
"USA","GDP","TOT","MLN_USD","A","1990",5963144,
"USA","GDP","TOT","MLN_USD","A","1991",6158129,
"USA","GDP","TOT","MLN_USD","A","1992",6520327,
"USA","GDP","TOT","MLN_USD","A","1993",6858559,
"USA","GDP","TOT","MLN_USD","A","1994",7287236,
"USA","GDP","TOT","MLN_USD","A","1995",7639749,
"USA","GDP","TOT","MLN_USD","A","1996",8073122,
"USA","GDP","TOT","MLN_USD","A","1997",8577552,
"USA","GDP","TOT","MLN_USD","A","1998",9062817,
"USA","GDP","TOT","MLN_USD","A","1999",9631172,
"USA","GDP","TOT","MLN_USD","A","2000",10250952,
"USA","GDP","TOT","MLN_USD","A","2001",10581929,
"USA","GDP","TOT","MLN_USD","A","2002",10929108,
"USA","GDP","TOT","MLN_USD","A","2003",11456450,
"USA","GDP","TOT","MLN_USD","A","2004",12217196,
"USA","GDP","TOT","MLN_USD","A","2005",13039197,
"USA","GDP","TOT","MLN_USD","A","2006",13815583,
"USA","GDP","TOT","MLN_USD","A","2007",14474228,
"USA","GDP","TOT","MLN_USD","A","2008",14769862,
"USA","GDP","TOT","MLN_USD","A","2009",14478067,
"USA","GDP","TOT","MLN_USD","A","2010",15048970,
"USA","GDP","TOT","MLN_USD","A","2011",15599731,
"USA","GDP","TOT","MLN_USD","A","2012",16253970,
"USA","GDP","TOT","MLN_USD","A","2013",16843196,
"USA","GDP","TOT","MLN_USD","A","2014",17550687,
"USA","GDP","TOT","MLN_USD","A","2015",18206023,
"USA","GDP","TOT","MLN_USD","A","2016",18695106,
"USA","GDP","TOT","MLN_USD","A","2017",19477337,
"USA","GDP","TOT","MLN_USD","A","2018",20533058,
"USA","GDP","TOT","MLN_USD","A","2019",21380976,
"USA","GDP","TOT","MLN_USD","A","2020",21060474,
"USA","GDP","TOT","MLN_USD","A","2021",23315081,
"USA","GDP","TOT","MLN_USD","A","2022",25439700,"E"
"USA","GDP","TOT","USD_CAP","A","1970",5233.352349,
"USA","GDP","TOT","USD_CAP","A","1971",5608.545346,
"USA","GDP","TOT","USD_CAP","A","1972",6093.20516,
"USA","GDP","TOT","USD_CAP","A","1973",6725.406839,
"USA","GDP","TOT","USD_CAP","A","1974",7224.204995,
"USA","GDP","TOT","USD_CAP","A","1975",7801.167695,
"USA","GDP","TOT","USD_CAP","A","1976",8590.244216,
"USA","GDP","TOT","USD_CAP","A","1977",9450.431025,
"USA","GDP","TOT","USD_CAP","A","1978",10562.860184,
"USA","GDP","TOT","USD_CAP","A","1979",11671.536965,
"USA","GDP","TOT","USD_CAP","A","1980",12547.12681,
"USA","GDP","TOT","USD_CAP","A","1981",13943.171542,
"USA","GDP","TOT","USD_CAP","A","1982",14399.353194,
"USA","GDP","TOT","USD_CAP","A","1983",15508.007835,
"USA","GDP","TOT","USD_CAP","A","1984",17080.014721,
"USA","GDP","TOT","USD_CAP","A","1985",18192.326398,
"USA","GDP","TOT","USD_CAP","A","1986",19027.646323,
"USA","GDP","TOT","USD_CAP","A","1987",19993.226076,
"USA","GDP","TOT","USD_CAP","A","1988",21367.896156,
"USA","GDP","TOT","USD_CAP","A","1989",22804.674457,
"USA","GDP","TOT","USD_CAP","A","1990",23835.319229,
"USA","GDP","TOT","USD_CAP","A","1991",24289.547588,
"USA","GDP","TOT","USD_CAP","A","1992",25378.624641,
"USA","GDP","TOT","USD_CAP","A","1993",26350.492927,
"USA","GDP","TOT","USD_CAP","A","1994",27660.268357,
"USA","GDP","TOT","USD_CAP","A","1995",28657.512716,
"USA","GDP","TOT","USD_CAP","A","1996",29932.157767,
"USA","GDP","TOT","USD_CAP","A","1997",31424.438925,
"USA","GDP","TOT","USD_CAP","A","1998",32817.981996,
"USA","GDP","TOT","USD_CAP","A","1999",34479.794364,
"USA","GDP","TOT","USD_CAP","A","2000",36299.662179,
"USA","GDP","TOT","USD_CAP","A","2001",37100.285739,
"USA","GDP","TOT","USD_CAP","A","2002",37954.222014,
"USA","GDP","TOT","USD_CAP","A","2003",39419.907372,
"USA","GDP","TOT","USD_CAP","A","2004",41659.662691,
"USA","GDP","TOT","USD_CAP","A","2005",44052.382996,
"USA","GDP","TOT","USD_CAP","A","2006",46234.10571,
"USA","GDP","TOT","USD_CAP","A","2007",47976.201209,
"USA","GDP","TOT","USD_CAP","A","2008",48498.445211,
"USA","GDP","TOT","USD_CAP","A","2009",47122.988543,
"USA","GDP","TOT","USD_CAP","A","2010",48570.289731,
"USA","GDP","TOT","USD_CAP","A","2011",49951.907651,
"USA","GDP","TOT","USD_CAP","A","2012",51644.991659,
"USA","GDP","TOT","USD_CAP","A","2013",53116.521969,
"USA","GDP","TOT","USD_CAP","A","2014",54914.368228,
"USA","GDP","TOT","USD_CAP","A","2015",56520.609227,
"USA","GDP","TOT","USD_CAP","A","2016",57592.691515,
"USA","GDP","TOT","USD_CAP","A","2017",59589.233923,
"USA","GDP","TOT","USD_CAP","A","2018",62449.612827,
"USA","GDP","TOT","USD_CAP","A","2019",64690.272395,
"USA","GDP","TOT","USD_CAP","A","2020",63480.861222,
"USA","GDP","TOT","USD_CAP","A","2021",70181.12175,
"USA","GDP","TOT","USD_CAP","A","2022",76291.024903,"E"
"CHL","GDP","TOT","MLN_USD","A","1986",41418.791,"E"
"CHL","GDP","TOT","MLN_USD","A","1987",45241.807,"E"
"CHL","GDP","TOT","MLN_USD","A","1988",50262.112,"E"
"CHL","GDP","TOT","MLN_USD","A","1989",57748.441,"E"
"CHL","GDP","TOT","MLN_USD","A","1990",62125.381,"E"
"CHL","GDP","TOT","MLN_USD","A","1991",69345.088,"E"
"CHL","GDP","TOT","MLN_USD","A","1992",79633.637,"E"
"CHL","GDP","TOT","MLN_USD","A","1993",87216.512,"E"
"CHL","GDP","TOT","MLN_USD","A","1994",94163.689,"E"
"CHL","GDP","TOT","MLN_USD","A","1995",106355.368,"E"
"CHL","GDP","TOT","MLN_USD","A","1996",116331.729,
"CHL","GDP","TOT","MLN_USD","A","1997",127084.973,
"CHL","GDP","TOT","MLN_USD","A","1998",133888.46,
"CHL","GDP","TOT","MLN_USD","A","1999",135403.718,
"CHL","GDP","TOT","MLN_USD","A","2000",145355.726,
"CHL","GDP","TOT","MLN_USD","A","2001",153318.301,
"CHL","GDP","TOT","MLN_USD","A","2002",160694.763,
"CHL","GDP","TOT","MLN_USD","A","2003",171606.243,
"CHL","GDP","TOT","MLN_USD","A","2004",187973.653,
"CHL","GDP","TOT","MLN_USD","A","2005",205184.272,
"CHL","GDP","TOT","MLN_USD","A","2006",256070.328,
"CHL","GDP","TOT","MLN_USD","A","2007",278373.991,
"CHL","GDP","TOT","MLN_USD","A","2008",275754.676,
"CHL","GDP","TOT","MLN_USD","A","2009",271327.841,
"CHL","GDP","TOT","MLN_USD","A","2010",307855.67,
"CHL","GDP","TOT","MLN_USD","A","2011",349147.748,
"CHL","GDP","TOT","MLN_USD","A","2012",374316.6,
"CHL","GDP","TOT","MLN_USD","A","2013",392670.388,
"CHL","GDP","TOT","MLN_USD","A","2014",402902.197,
"CHL","GDP","TOT","MLN_USD","A","2015",405499.68,
"CHL","GDP","TOT","MLN_USD","A","2016",424831.691,
"CHL","GDP","TOT","MLN_USD","A","2017",450891.85,
"CHL","GDP","TOT","MLN_USD","A","2018",478093.905,
"CHL","GDP","TOT","MLN_USD","A","2019",492242.459,
"CHL","GDP","TOT","MLN_USD","A","2020",491485.386,
"CHL","GDP","TOT","MLN_USD","A","2021",568194.811,
"CHL","GDP","TOT","MLN_USD","A","2022",616275.254,
"CHL","GDP","TOT","USD_CAP","A","1986",3362.598843,"E"
"CHL","GDP","TOT","USD_CAP","A","1987",3609.867923,"E"
"CHL","GDP","TOT","USD_CAP","A","1988",3942.703183,"E"
"CHL","GDP","TOT","USD_CAP","A","1989",4454.709946,"E"
"CHL","GDP","TOT","USD_CAP","A","1990",4714.045742,"E"
"CHL","GDP","TOT","USD_CAP","A","1991",5166.520334,"E"
"CHL","GDP","TOT","USD_CAP","A","1992",5827.459393,"E"
"CHL","GDP","TOT","USD_CAP","A","1993",6270.746793,"E"
"CHL","GDP","TOT","USD_CAP","A","1994",6653.874501,"E"
"CHL","GDP","TOT","USD_CAP","A","1995",7388.385657,"E"
"CHL","GDP","TOT","USD_CAP","A","1996",7970.381068,
"CHL","GDP","TOT","USD_CAP","A","1997",8589.099766,
"CHL","GDP","TOT","USD_CAP","A","1998",8927.893007,
"CHL","GDP","TOT","USD_CAP","A","1999",8909.773021,
"CHL","GDP","TOT","USD_CAP","A","2000",9440.041922,
"CHL","GDP","TOT","USD_CAP","A","2001",9845.971079,
"CHL","GDP","TOT","USD_CAP","A","2002",10205.704206,
"CHL","GDP","TOT","USD_CAP","A","2003",10779.639424,
"CHL","GDP","TOT","USD_CAP","A","2004",11682.598926,
"CHL","GDP","TOT","USD_CAP","A","2005",12600.905817,
"CHL","GDP","TOT","USD_CAP","A","2006",15589.157511,
"CHL","GDP","TOT","USD_CAP","A","2007",16771.182748,
"CHL","GDP","TOT","USD_CAP","A","2008",16449.614266,
"CHL","GDP","TOT","USD_CAP","A","2009",16028.549544,
"CHL","GDP","TOT","USD_CAP","A","2010",18041.314313,
"CHL","GDP","TOT","USD_CAP","A","2011",20235.570348,
"CHL","GDP","TOT","USD_CAP","A","2012",21458.812331,
"CHL","GDP","TOT","USD_CAP","A","2013",22295.740021,
"CHL","GDP","TOT","USD_CAP","A","2014",22650.712398,
"CHL","GDP","TOT","USD_CAP","A","2015",22563.582179,
